Sohna  ,Gurgaon,Haryana,India,"
"," Also known as the Greater Gurugram or Southern Gurugram, Sohna is a municipal district in the Gurgaon district of Haryana located on the Delhi - Alwar Highway. Interestingly enough, the town derives its name from the word ""Sona"" (gold), which refers to the golden dust that blows in the area, especially after heavy rainfall. Set at the foot of Aravalli hills, the place is surrounded by hilly terrain. It is a popular weekend getaway spot for families and couples because of its medicinal water spring, Shiva temple, and  Damdama lake. Moreover, Sohna is fast becoming a preferred weekend getaway for the city folk in New Delhi as well as Haryana due to the number of attractions present in and around it. These include the Ruins of Kamboj, hot water springs called Shiv Kund, Gora Barak Mosque, Damdama Lake and many more such getaways.  ","Sohna is also famous for being the site of the annual vintage car rally held every year in the month of February. Car collectors from all over India come to display their collection of vintage beauties including Rolls Royce, Aston Martins, and Austins. The rally also awards trophies to car owners based on their performance, maintenance, and restoration. Every year, the event draws hundreds of tourists who throng to witness these vintage beauties in action. ",Null,Null,Null
Striker Pub & Brewery  ,Gurgaon,Haryana,India,"
", Striker is one of the super breweries and pubs to open up in the last couple of years in and around Gurgaon. They make pretty decent beer especially their light and wheat beer. ,"It is one of the few places that play good live music as well. This place is packed practically all week and its best to visit early or late if you don't want to wait too long for a table. The Sweet Chili Potato, prawns Pepper and Salt, Chicken Strips with Ranch Dressing, the Non-Veg Platter and the Lamb Galauti Kathi Roll all go well with your drinks are tastes delicious. The atmosphere on weekends is electrifying and if you like good music, this is a great place to hang out. Striker certainly strikes its target clientele with bang-on! ",Null,Null,Null
Sultanpur Bird Sanctuary  ,Gurgaon,Haryana,India,"
"," A perfect weekend getaway from Delhi, Sultanpur Bird Sanctuary is an amazing escape, especially for nature lovers and birding enthusiasts. It is home to a number of migratory birds and is a great spot for spotting the various species, especially during winters. Sultanpur Bird Sanctuary is located at a distance of 40 kilometres from Dhaula-Kuan in Delhi on the Gurgaon-Farukh Nagar Road. There are astonishing 250 species of birds here during the peak season, i.e. September and during winters. ","Sultanpur Bird Sanctuary has been declared to be a National Park by the Haryana Government and is home to a plethora of resident and migratory birds. The varied species of migratory birds flock here after covering incredible distances from various parts of Europe, Siberia and Central Asia. To make the process of bird watching more feasible, there are about four towers erected at different points of this property. ",Null,2-3 hours,7:00 AM - 4:30 PM (Closed on Tuesday)  Indians - INR 5Foreigners- INR 40Camera- INR 10Video Camera - INR 500INR 2 Per Person for Child
Chamundeswari Temple  ,Guruvayur,Kerala,India,"
"," Dedicated to Sri Chamundeswari; an incarnation of Lord Durga, this centuries old temple is very close to Guruvayoor. There is a separate shrine situated in the premises devoted to Thazhthukavu Bhagavathy. ",,Null,Null,Null
Devaswom Museum  ,Guruvayur,Kerala,India,"
"," Located on the East Gate, Devaswom Museum houses a huge collection of antiques, temple materials, mural paintings, musical instruments, the jewelries of renowned elephants and also stores valuable offerings to the temple. ",Famous religious poets like Melapthur and Poonthanam's remains are also put on display. Also it showcases adornments used in folk arts like Krishnanattam and Kathakali. ,Null,Null,Null
Gokulam Estates  ,Guruvayur,Kerala,India,"
", Situated 40 km away from the Guruvayoor temple lays a 100 acre Vrindavanam Gokulam Estate at Vengad in Malapuram District under the possession of Guruvayur Devaswom. ,"This is one of the largest dairy farms in Kerala with 550 cows. The estate also cultivates coconut, cashew, palm and other vegetation as cash crops and also feeds the temple elephants and cattle. ",Null,Null,Null
Guruvayoor Temple  ,Guruvayur,Kerala,India,"
"," Located in the Guruvayoor town, Guruvayur Sree Krishna Temple is one of the most sacred pilgrim hubs in Kerala. It is one of the most revered temples in South India where the presiding deity Lord Vishnu is worshipped in Balkrishna Avtar.  Lord idol is adorned with four hands each carrying a conch, a mace, a discus and a lotus and is also known by the name of Unnikrishnan. Garlanded with the Tulasi or Basil Garland and pearl necklace, the lord appears in full radiance blessing the devotees. ","According to a legend, the temple was created by the preceptors of the Gods, Guru and God of winds, Vayu. The astonishing idol of Lord Unnikrishnan Guruvayur is made out of a rare mixture called Padala Anjanam instead of stone or metal which was more commonplace in the olden times. Simple in its construction, the spiritual charm of this place is unmatched and has devotees flocking to it from all over the country.  However, this temple is open only to the believers of Hindu faith, and there might be long queues at the entrance but completely worth as you enter the temple complex. ",Null,1-2 hours,"3:00 AM - 12:30 PM, 4:30 PM - 9:15 PM, All days open  Free"
Harikanyaka Temple  ,Guruvayur,Kerala,India,"
"," Preserved by the Archeological Survey of India, this temple is believed to have been built by Perumthachan. The word Harikanya translates to 'the virgin form of Lord Vishnu'. ",,Null,Null,Null
Institute of Mural Painting  ,Guruvayur,Kerala,India,"
"," Founded by renowned master of mural painting, Shri Mammiyoor Krishnankutty, this institute is situated at the eastern gate of the Guruvayur temple. Established in the year 1989, the institute is managed by Guruvayur Devaswom. ","The place also offers a five year diploma in Kerala style mural painting, aesthetics, sculpture and art, taught in the traditional Gurukula system. ",Null,Null,Null
Mammiyoor Shiva Temple  ,Guruvayur,Kerala,India,"
"," Famous for its large murals, this temple dedicated to Lord Shiva adds to the lore of Guruvayoor. It is believed that Lord Shiva was the original owner of Guruvayur temple and decided to relocate to the current site to place the Vishnu idol in Guruvayur temple. ","Hence, every pilgrim completes their pilgrimage by visiting this temple located just 500 meter from Guruvayoor temple housing the shrines of Lord Shiva and Lord Vishnu. ",Null,Null,Null
Parthasarthy Temple  ,Guruvayur,Kerala,India,"
"," Located within a kilometer from Guruvayoor temple, Parthasarthy Temple houses the shrine of Lord Krishna in the form of an episode from Mahabharata where the Lord narrates the Gita to Arjuna atop a gigantic chariot. ",,Null,Null,Null
Punnathurkotta Elephant Palace  ,Guruvayur,Kerala,India,"
"," Located at about 3 km away from the Western Gate of the Guruvayoor temple, this sprawling mansion with luxurious courtyards was established from the ruins of the Punathur. ","The palace houses 65 elephants, all offered by the devotees. These elephants are forbidden to work anywhere else, except in the service of the Lord during temple processions and ceremonies. Many of the star elephants have a huge fan-following. ",Null,Null,Null
Statues of Maraprabhu and Guruyaur Kesavan  ,Guruvayur,Kerala,India,"
"," In the premises of Sree Valsam guest house complex, a huge statue of Kesavan- the now deceased majestic Elephant King has been erected. Also, one can see the statue of Mara-Prabhu; a creative interpretation of Lord Krishna as a trunk of giant banyan tree as depicted in traditional folklores. ",,Null,Null,Null
Thiru Venkatachalapathy Temple  ,Guruvayur,Kerala,India,"
"," Thiru Venkatachalapathy Temple is the abode of Lord Balaji; an incarnation of Lord Vishnu. The temple has been built by the Telugu devotees of the Lord. The other deities installed in the temple complex are Navagraha, Shiva in the form of Linga; Ganesha, and Bhagavathi. ",,Null,Null,Null
Vallabhatta Kalari  ,Guruvayur,Kerala,India,"
"," Situated very close to the town, Vallabhatta Kalari is one of the most visited ancient martial centers. It is a great place to learn a different form of martial arts which dates back many centuries and is a delight to watch. ",,Null,Null,Null
Assam State Museum  ,Guwahati,Assam,India,"
"," Assam State Museum, also known as Assam Rajyik State Museum, is located in the heart of Guwahati city in Dighali Pukhuri tank. It is one of the most famous museums of the North- East India that gives insights into the rich culture of ancient history and as well as the modern history of North-East India. Its prominent location in the center of the city attracts a large number of history buffs and tourists visiting Guwahati. ","The museum was established during the colonization of British in India in the year 1940. It was set up by the Kamarupa Anusandhan Samiti, Assam research society to showcase the history, sculptures, and handicrafts of North East India. The museum was developed under the presidency of Kanklal Baruah, and it was taken by the state soon after his death in the year 1953. <br/><br/>The Museum offers an extensive collection of artifacts and sculptures dating back to the 5th-12th century to the new artifacts from the World War II. This museum is a great place to visit if you want a sneak-peak of the history of the North-east India.<br/> ",Null,Null,"Summers: 10:00 AM - 5:00 PM, Winters: 10:00 AM - 4:30 PM (Closed on Mondays, 2nd, and 4th Saturday)  INR 5"
Guwahati Zoo  ,Guwahati,Assam,India,"
"," Having been established as one of the better zoos in the country, the Assam State Zoo cum Botanical Garden or the Guwahati Zoo as it popularly known is a wildlife paradise that spreads over an extensive area of 430 acres. Located in a densely vegetated forest area in the centre of Guwahati called the Hengrabari Forest Area, the protected area has not lost its vibrant touch with mother nature. Often referred to as the green lung of the city of Guwahati, the Assam Zoo cum Botanical Garden lies just 6 kilometres south of the mighty Brahmaputra river that flows through the state and is the largest of its kind in the North-East region of the country. The zoo exhibits captivating landscape gardens, a great deal of wildlife and a serene environment. It has had an important mark in shaping the ecological outline of the state and also the country. A unique abundance of the wildlife here makes it an admirer's paradise and is certainly worth the visit! ","Established in 1958, it has since been a major tourist attraction in the state, with only the <a data-mce-href=""https://www.holidify.com/places/kaziranga-national-park/"" href=""https://www.holidify.com/places/kaziranga-national-park/"" rel=""follow"">Kaziranga National Park</a> and <a data-mce-href=""https://www.holidify.com/places/manas-national-park/"" href=""https://www.holidify.com/places/manas-national-park/"" rel=""follow"">Manas National Park</a> rivalling the grandness of flora and fauna. It is home to 113 different species of the animal kingdom, making up the 900 plus animals, birds and reptiles in the zoo. Over the years, the zoo has grown to accommodate more animals and also has founded a charming botanical garden in its vicinity. More than half a million tourists and wildlife enthusiasts visit the place throughout the year for the indigenous and exotic animals at display such as the majestic one-horned rhinoceros which is native to the Indian subcontinent, giraffes and ostriches from Africa and kangaroos from Australia.  ",Null,Null,"7:00 AM - 4:30 PM (Closed on Friday)  INR 10,Camera: INR 20"
Basistha Ashram  ,Guwahati,Assam,India,"
", Guru Vashishta (or Basistha) is credited to writing the Hindu epic of Vashishtha Ramayana (behind the scenes Ramayana). It is believed that the sage constructed this aashram and later breathed his last here. ,"The fact that this epic still lives on and is a part of the daily routine of innumerable houseolds of India is a clear indication of how popular this site is. The construction, architecture and beautiful locale all mix in beautifully and have resulted in the serene and picturesque aashram ",Null,Null,Null
Bhubaneswari Temple  ,Guwahati,Assam,India,"
"," Dedicated to Goddess Bhuvaneshwari, this white shrine perched atop a hill adjacent to the city is a major draw amongst the religious pilgrims. The temple itself provides visitors with a magnificent panoramic view of the city of Guwahati. ","The enchanting view of the sunset on the Brahamputra River as viewed from the hill attracts many tourists. Though the temple is high upon a hill, it requires a 20 minutes walk from the Bus Stand below to reach the Bhubaneshwari temple. ",Null,2 hours,All days of the week: 5:30 AM - 8:00 PM  Free
Dispur  ,Guwahati,Assam,India,"
", The ancient site of Jatia is located near the town and this is worth visiting while travelling to the town of Dispur. The other attractions are the beautiful waterfalls and a trekking trail. ,The cultural museum of Shankaradev Kalakshetra is also quite famous. Cultural programs and festivals can be witnessed here in the museum. The Garbhanga Reserve is located near the town and it is home to many elephants and this is also worth visiting. ,Null,Null,Null
Guwahati Planetarium  ,Guwahati,Assam,India,"
"," The Guwahati Planetarium, located on MG Road is an excellent destination for the 'universe lovers'. The magic of the infinitely expanding universe is explained in such detail and is yet beyond anybody's understanding. ","Apart from the regular Sky watching sessions conducted by the experts at the planetarium, special shows projected on a dome shaped overhead screen are the star attraction of the Planetarium. These shows are available in Hindi, English as well as Assamese and the timings are as convenient. The shows are just 2 hours apart and hence easy for tourists to manage. ",Null,Null,Null
Hajo  ,Guwahati,Assam,India,"
"," The ancient pilgrim centre of Haajo, is an attraction for three religions - Hindu, Muslims and Buddhists. Shrines dedicated to Durga, Shiva, Vishnu, Buddha and major Muslim saints are found all over this place, making it an important pilgrimage center for people from all these three religions. ","It lies on the banks of the Brahmaputra River, 24 km from the city of Guwahati in the Kamrup district of Assam, India. Temples and other sacred artifacts can be seen spread across the region. ",Null,Null,Null
ISKCON Guwahati  ,Guwahati,Assam,India,"
"," ISKCON, International Society for the Krishna consciousness is a Hindu religious society which was founded in the New York City in the year 1966 by Bhaktivedanta Swami Prabhupada. Its core belief is based on the holy Hindu books of Bhagavad Gita and Srimad Bhagavatam. The society has international recognition, and various temples of ISKCON are located in various parts of the world. ISKCON Guwahati is one of the temples under the parent organization which is dedicated to Lord Krishna. ","It is called Shri Shri Rukmini Krishna, the name of the temple is given after Rukmani, the wife of Lord Krishna. It is located on a hilltop of Ulubari Chariali area of the capital city. It is beautifully constructed of the stark white marble which adds a stunning look to the architecture of the building. <br/><br/>ISKCON Guwahati is surrounded by lush green gardens where devotees can spend their time in the dedication of God. The interiors of the temple include the deities of Krishna and Rukmani in the attractive attires. There are various halls inside the temple for preaching the teaching of the society which is based on Vaishnavism, which considers Lord Vishnu as their supreme power (Krishna was also one of the avatars of Lord Vishnu).<br/> ",Null,Null,Null
Kamakhya Temple  ,Guwahati,Assam,India,"
"," Located on the Nilanchal Hill in the western part of Guwahati in Assam,  Kamakhya Temple is one of the most revered shrines of Goddess Shakti in India.  According to the Hindu scriptures, there are four important Shakti Peethas (Temples with highest powers of divinity) in the country and Kamakhya Temple is one of them. Kamakhya Temple celebrates the power of the woman to give birth and is regarded as extremely auspicious among the followers of the Tantrik sect of Hinduism. It was built and reconstructed multiple times between the 8th and 17th Centuries and is a spectacle in itself. ",The main entrance of the Kamakhya temple is beautifully designed with simple yet elegant carvings that are decorated with colourful flowers. The temple has a massive dome which overlooks the quaint Nilanchal Hills in the background. It is especially decked up during the Ambubachi Festival and fare that is held for 3-4 Days in the month of June.<br/> ,Null,Null,"08:00 AM - 01:00PM  02:30PM- 05:30PM   General public - Free For defense, police and paramilitary forces - INR 10 Special Entry - INR 101 Direct Entry - INR 501"
Kaziranga National Park  ,Guwahati,Assam,India,"
"," Home to two-thirds of the world's one horned rhinoceros population, this national park has been declared as a World Heritage Site. Sitting in the laps of Mother Nature, this park has a very versatile bio diversity which makes Kaziranga National Park a very important and popular tourist destination. ","Swamp deer, elephants, wild buffalos, Chinese pangolins, Bengal foxes, gibbons, civets, sloth bears, leopards and flying squirrels are a few animals that can br spotted here. The park is also home to the Indian tiger and it is a tiger reserve. There are quite a few varieties of birds to track as well. One can opt for safari rides in the park in either jeeps or SUVs and this is the best way to get around the park. Elephant rides can be arranged and they have to be booked in advance as they are popular. ",Null,2 hours,Null
Manas National Park  ,Guwahati,Assam,India,"
"," This park, a UNESCO World Heritage Site, is nestled in the foot hills of the Himalayas and is home to a number of animal species including the lispid hares, pygmy dogs, etc. ",There is a Tiger reserve in the sanctuary. The Manas river runs within the complex and tourists can opt for a raft ride for a view of the jungle and it's animals. Forest safaris and elephant rides can also be arranged to move around the sanctuary. ,Null,3 to 4 hours,Null
Pandu  ,Guwahati,Assam,India,"
", The Suburban town of Pandu is named after King Pandu (father of the famous five Pandavas). The Tila Hills in the town has temple dedicated to Pandu (the Pandunath temple). ,"Five Ganesha idols representing the five Pandavas are found here - it is believed that during their exile, the Pandavas hid here under the disguise of Ganesha. The place also presents various other idols. ",Null,Null,Null
Pobitora Wildlife Sanctuary  ,Guwahati,Assam,India,"
"," Home to the densest population of One-horned Rhinos in the world, the Pobitora Wildlife Sanctuary is located in Assam, approximately 30 km away from Guwahati in the Morigaon District. The wildlife sanctuary also sees an astounding diversity of bird species. No wonder then that it is also called 'Bharatpur of the East'. It has gained immense popularity due to its proximity to Guwahati. Pobitora Wildlife Sanctuary is often visited as a stopover en route to Kaziranga National Park. ","Pobitora Wildlife Sanctuary is spread over an area of 38 sq. km. and is a small, heavenly getaway of raw wilderness and greenery. Apart from the wildlife sanctuary itself, there are several excursions that you can take from Pobitora. These include a trip to Sualkuchi - the weavers' village and Hajo - a pilgrimage centre. Moreover, since Pobitora is a landlocked sanctuary, you can also visit the exciting and peculiar Assamese communities to get a taste of the local culture. </",Null,Null,"Jeep Rides: 7:00 AM - 3:00 PM, Elephants Rides: 6:30 AM, 7:30 AM and 2:30 PM  Elephant Rides- INR 550, Jeep Rides- INR 1350"
Umananda Temple  ,Guwahati,Assam,India,"
"," Umananda Temple is located on Peacock Island that lies on the mighty Brahmaputra River. This serene place of worship is named after and dedicated to Lord Shiva. The name 'Umananda' comes from the two Hindi words, namely 'Uma', which was another name for Lord Shiva’s wife and 'Ananda' which means happiness. In fact, Peacock Island is one of the smallest inhabited island and possibly one of the most beautiful too. The surroundings of the temple and the divine but understated beauty of the island make it a haven for nature lovers.  ","The temple is situated on the top of a hill called Bhasmakala or Bhasmakuta. The island was originally built in 1694 A.D. by King Gadadhar Singha. However, it was destroyed by an earthquake in 1897 and later rebuilt by a wealthy local merchant. The Umananda temple was crafted beautifully by the skilled Assamese workmen. Aside from Lord Shiva, there are 10 other Hindu Gods whose idols reside in the shrines.<br/><br/>Aside from being a place of worship, The Umananda temple is also a pleasurable exception to the typical places of worship. Devoid of the cacophony of forceful religion, this place has a serene environment which makes you want to sit down for a while and absorb the beauty of the place. ",Null,Null,5:30 AM - 6:00 PM
Arihant Emporium  ,Gwalior,Madhya Pradesh,India,"
"," Famous for selling Gwalior style silver boxes decorated with images from the tile work of Man Mandir Palace, this shop is located near Jai Vilas Palace. ",,Null,Null,Null
Boating at Tighara Dam  ,Gwalior,Madhya Pradesh,India,"
", Tighara dam is located just outside the main city and provides a nice getaway from the city. ,,Null,Null,Null
City Mall  ,Gwalior,Madhya Pradesh,India,"
"," Centrally located on Maharani Laxmi Bai Road, Gwalior, the Dindayal City Mall is for that group of people who absolutely love high-end luxury malls. The mall symbolizes the city's progress, where one can find a plethora of international brands. ","The Dindayal City Mall is great mélange of modern architecture along with the latest technology of rainwater harvesting for fountains and a waterfall, thus giving the mall a distinct identity. Now considered as a landmark in the city, this mall is developed by ARG group, Jaipur and promoted by the Dindayal Group. <br/><br/>It is a favorite hangout spot, especially among youngsters. Dindayal City Mall has more than 150 outlets consisting of various showrooms, restaurants, bazaars, etc. These stores include brands such Lee Cooper, Spykar, Pizza Hut, McDonald's, etc. to name a few. ",Null,Null,11:00 AM - 10:00 PM  Free
Shopping in Gwalior  ,Gwalior,Madhya Pradesh,India,"
"," Other than its historical monuments, the city of Gwalior composes of a plethora of rustic market areas and modern malls; which consist of traditional handicrafts and artifacts, handlooms and other attractive items. ","Delicate and light cotton along with Maheshwari and Chanderi silk saris symbolize the handloom industry of Gwalior. Kothari shop in Sarafa Bazaar is famous for the sale of these saris. One can buy clothes in wholesale from Naya Bazaar, Dahi Mandi and also in the Gandhi Bazaar. <br/><br/>Beautiful designer jewelry that appeals to the eyes of many is found in Patankar Market; where several shops are dealing in designer jewelry. Intricately carved stone artifacts and carvings which reflect the rich cultural legacy of Gwalior, creative handicrafts, leather products and beautiful silk and woolen carpets are specialties of the city. ",Null,Null,Null
Gujari Mahal (State Archaeological Museum)  ,Gwalior,Madhya Pradesh,India,"
"," Built by Man Singh in the 15th century for his favorite wife Mrignayani, Gujari Mahal is now in ruins and also an archaeological museum as it showcases various sculptures, statues and other remains dating back to 1st and 2nd century BC. ",,Null,Null,Null
Gwalior Fort  ,Gwalior,Madhya Pradesh,India,"
"," Referred to as 'the pearl amongst fortresses in India' by Mughal emperor Babur, the Gwalior Fort is one of the most impenetrable fortresses located in the entire northern and southern India and is a place you definitely must visit. Situated on the top of a vast rocky mountain near Gwalior in Madhya Pradesh in central India, this imposing structure dominates the entire city of Gwalior. An inseparable part of the identity and architecture of the city, evidence suggests that it has been around since 6th Century. It is also the places where the second oldest reference of the number 'zero' has been found in the form of a carving inside a temple on the top of the fort. ","The construction of the Gwalior Fort took place in two parts, in two different time periods and thus, this architectural marvel has an intriguing history attached to it. It has passed from the possession of one dynasty to the other, multiple times. The entire fort complex is well maintained and includes temples, water tanks and palaces such as Man Mandir, the Gujari, the Jahangir, the Karan, and the Shah Jahan. ",Null,3-4 hours,6:00 AM - 5:30 PM  Indians: INR 75 per personForeigners: INR 250 per personKids (below 15 years): Free
Gwalior Trade Fair  ,Gwalior,Madhya Pradesh,India,"
"," One of the largest fairs of Madhya Pradesh, this trade fair was started in 1905 by Maharaj Madhav Rao Scindia, the king of Gwalior. A unique blend of art and business the Gwalior Trade Fair has behind it a history of 110 years. Spread over an area of 104 acres, the fair is held at the Mela Ground at the Race Course Road. The items sold range from clothes, electric appliances, pottery to cattle.  ",,Null,Null,Null
Gwalior Zoo  ,Gwalior,Madhya Pradesh,India,"
"," Gwalior is an exciting city with a rich heritage, and the Gwalior Zoo is just another feather in the cap. Established by the royal family Madhao Rao Scindia back in 1922, the Gandhi zoo (as it is also known) is actually a section of a larger garden known as Phool Bagh and houses various rare species of animals. Golden peasants, sambhars, bison, hyena, spotted deer, black bucks and a white tiger forms the variety of wild animals that can be found here. Several smaller populations of crocodiles, snakes, monkeys, and birds have also made the zoo their home. ","Due to its inhabitation of rare species of wild animals, the 8 hectares of land that constitutes the zoo has been declared to be a protected site, maintained by the Municipal Corporation of Gwalior as part of its inheritance. The Phool Bagh was inaugurated by the Prince of Wales almost a hundred years ago, and it continues to be well-maintained and conserved even today, including the provision of good and clean habitation facilities for the animals. The Phool Garden also houses a prayer hall, gurudwara, mosque as well as a theosophical lodge.<br/><br/>The Gwalior Zoo makes for a pleasant outing with family, especially for kids. It is also an attractive destination for enthusiasts who would like to see wildlife in the city, including rare and protected species such as the white tiger. ",Null,Null,"10:30 AM - 5:00 PM (closed on Friday)  Adults: INR 20,Kids: INR 5"
Jai Vilas Palace  ,Gwalior,Madhya Pradesh,India,"
"," The Jai Vilas Palace, also known as the Jai Vilas Mahal is situated in Gwalior, Madhya Pradesh and is a symbol of age-old Indian culture and opulence, preserved in the modern day. The Maharaja of Gwalior, Jayaji Rao Scindia, had this magnificent edifice built to ensure a grand welcome for King Edward VII, the then Prince of Wales in 1874. Today, it serves as a residence for the descendants of the royal Maratha Scindia family. The palace also serves as a museum stretched over 35 rooms, houses the Chitrangada Raje Art Gallery and a library that comprises more than 5,000 books. However, it is most popular for its enormous Darbar Hall that is beautified with golden and gilted carvings and tresses. This cavernous room is 100 ft. in height and 50 ft. in width! ","Moreover, each room in the regal palace contains curios of historical importance, including a collection of swords that date back to the times of Shah Jahan and Aurangzeb, and the original Dhal (shield) that belonged to freedom fighter Rani Laxmibai. The venture cost a total of INR 1 crore, which is likely to have been quite an extravagant affair in that era. Covering a floor area of about 75 acres, the Jai Vilas Palace has an intricately designed Durbar Hall, which houses some of the world's most colossal chandeliers, gilt furnishings, and a large plush carpet. The centre operates with a vision of creating an international cultural centre for the study of Maratha dynasty. ",Null,Null,"April to September: 10:00 AM - 4:45 PM, October to March: 10:00 AM - 4:30 PM (Closed on Wednesdays)  Indians: INR 100, Foreigner Nationals: INR 600,Camera/Mobile: INR 70, Video Camera: INR 150,Children (up to 5 years): Free,Physically Challenged People: Free"
Jiyaji Chowk Bazaar  ,Gwalior,Madhya Pradesh,India,"
"," If you are looking for handicrafts, handloom products and jewellery, this is the perfect place to go. ",,Null,Null,Null
Man Mandir Palace  ,Gwalior,Madhya Pradesh,India,"
"," Located at the North-east end of the fort, Man mandir palace was built between 1486 and 1516 by the Tomar ruler, Man Singh Tomar. The palace couldn't survive with time, however the remains of the palace still showcases the beautiful carvings and designs of that era. ","The palace has two open courts in between with apartments on two levels. There are underground prison cells as well, built later by Mughals. This was the place where Aurangzeb prisoned his brother Murad and poisoned him slowly to death by using opium. If you can find a local guide, he/she would be able to tell you various secrets about the place and show you various parts of the palace, which otherwise you won't be able to see. Nearby Jauhar Kund is the place where various Rajput women committed mass suicide to avoid rapes by the forces of Iltutmish who was the king of Delhi in the 13th century AD. The palace is also surrounded by other monuments like Jehangir Mahal, Shah Jahan Mahal and the Gujari Mahal. ",Null,Null,All days of the week: 10:00 AM - 5:00 PM  Free
Mrignayani Emporium  ,Gwalior,Madhya Pradesh,India,"
"," A good place to buy handicrafts and clothes including famous Chanderi and Maheshwari Saris, Mrignayani Emporium is named after the Queen Mrignayani and is a chain outlet owned by the government. ",,Null,Null,Null
Padavali and Bateshwar  ,Gwalior,Madhya Pradesh,India,"
"," Situated around 40 km from the main town of Gwalior, Padavali is an fortress comprising many ancient temples. The temples have intricate carvings and one of the temples also have erotic carvings and hence famous as mini Khajuraho. ","Overall, it's a good excursion from Gwalior to witness the grandeur of Indian architecture. These temples were discovered in 2005 as a result of excavation by the ASI and the archeological work is still going on. Most of the temples here are dedicated to Shiva and Vishnu. The temples are believed to built around 8th-10th century AD and is built mainly using red sandstone. ",Null,Null,All days of the week: 9:30 AM - 5:30 PM  INR 15 per person
Patankar Bazaar  ,Gwalior,Madhya Pradesh,India,"
"," Another crowded market in Gwalior, you will find all kinds of handicrafts, handloom products, stone carvings, artifacts, etc. ",,Null,Null,Null
Roop Singh Stadium  ,Gwalior,Madhya Pradesh,India,"
", Roop Singh Stadium is a famous International cricket stadium which has hosted many international cricket matches. It was here where the first double century in the history of ODI cricket was scored by Indian batting legend Sachin Tendulkar in a match against South Africa. ,,Null,Null,Null
Saas Bahu Temple  ,Gwalior,Madhya Pradesh,India,"
"," Built in the 9th century, the Saas Bahu temple attracts tourists and devotees alike. Contrary to what the name suggests, the Saas Bahu Temple does not mean Saas( mother-in-law) and bahu(daughter-in-law) but is rather a short form of Shastra Bahu, another name of Lord Vishnu. ",These are two temples situated adjacent to each other and are decorated with impeccable carvings and sculptures. ,Null,Null,All days of the week: 8:00 AM - 5:00 PM  Free
Sarod Ghar (Kala Vithika)  ,Gwalior,Madhya Pradesh,India,"
"," Music enthusiasts must visit the Sarod Ghar, which is a museum of music and has been set up in the ancestral house of the legendary Ustad Hafiz Ali Khan. ",This museum houses ancient musical instruments which were used by legendary Indian musicians of the past. It also exhibits a great collection of documents and photographs and the aim of this museum is to promote Indian classical culture and music. ,Null,Null,Null
Scindia Museum  ,Gwalior,Madhya Pradesh,India,"
"," Dedicated to Jivaji Rao Scindia, this is one of the most prominent museums of Madhya Pradesh. It occupies around 35 rooms of Jai Villas Palace and was established in the year 1964. ","The museum is famous for its collection of manuscripts, sculptures, coins, paintings, weapons, etc. The museum is a great place to connect with the history of Gwalior, especially the Scindia dynasty. ",Null,2 to 3 hours,"All days of the week except Wednesday: 10:00 AM - 5:30 PM  INR 30 per person, INR 30 per still camera"
Shyam Vatika  ,Gwalior,Madhya Pradesh,India,"
"," Recognized by the Guinness as World's largest indoor mural, this is a privately owned banquet hall with all its ceilings and interior walls painted by a team of 6 artists led by Ashutosh Panigrahi. ",The painted area is around 904 square meters and it took around a week to paint it in Feb-March 2005. Contact +91 751 4010000 before you schedule an entry here. ,Null,Null,Null
"Sun Temple, Gwalior  ",Gwalior,Madhya Pradesh,India,"
"," The Surya Mandir or Sun Temple is one of the most spectacular shrines as well as an architectural wonder that adorns the city of Gwalior. As the name suggests, the temple is dedicated to the holy Sun God and was constructed in the year 1988 by the famous industrialist G.D. Birla. Built on the lines of legendary Sun Temple at Konark, Orissa, the Sun Temple of Gwalior is a magnificent amalgam of exquisite architecture in red sandstone and pearly white marble. ","As you encounter the outer edifice, you will see the red sandstone exterior of the Sun Temple built in the manner of gradual slots that reach up to the peak of the facade. The temple sits in the midst of a lush green garden that stands in a beautiful contrast to the meticulous architecture. The interior of the temple is a serene construction in white marble and will surely fill you with a sense of calm. A splendid idol of the Sun Lord is enshrined in the temple. Although not constructed long ago, it is among the most revered shrines in the ancient city attracting tourists and devotees from all over the country in large numbers. ",Null,Null,"6:30 AM - 12:00 PM, 1:00 PM to 6:00 PM   Free"
Suraj Kund  ,Gwalior,Madhya Pradesh,India,"
"," With the blue hills of Aravalli in the background, Surajkund is an old reservoir located around 8 kilometres south of Delhi. Surajkund was constructed around the 10th century by Suraj Pal of the Tomar Dynasty, who himself was a sun worshipper and therefore built a Sun Temple on the western bank of the embankment. The word Surajkund literally translates to the 'Lake of the Sun', and the destination is presently surrounded by the ruins of an ancient sun temple, coupled with a beautiful garden and a pool by the name of Siddha Kund. ","Suraj kund in Gwalior is a tank located in Gwalior fort. It is believed to have magical powers. Water from the tank act as a medicinal water that assumed to cure chronic diseases. Atmosphere around the Suraj Kund is quite attractive and well maintained which encourage the tourist to spend plenty of time. It was constructed in 15th centuary. Noticable thing of the Suraj kund is the sunset and sunrise. The historical significance of suraj kund attract large number of tourist. The place is full of peace. History reveals that the discover of gwalior city Suraj Sen, was cured from his diesease of leprosy after drinking the water from the pond. ",Null,Null,all days of week between 8:00 AM - 6:00 PM.   no entry fees.
